serialp	seriali	serialh	surveyyr	country	Outcome	IOut	ScrType	pgrid	adnum1	ChNum	DMHSize	Sex	age	MarSt2	LiveW2	WrkStat	PTWork	EverWk	natidgby5	natidniy5	natiduky5	ethgrp2	ethgrp5	RelHRP	Rel01	Rel02	Rel03	Rel04	Rel05	Rel06	Rel07	Rel08	Rel09	area	addnum
712062201	-1	7120622	7	101	110	-1	2	1	-1	2	2	2	44	5	2	2	-1	-1	1	-1	1	1	1	0	0	4	-1	-1	-1	-1	-1	-1	-1	71206	22
712062202	71206222	7120622	7	101	110	110	2	2	-1	2	2	1	15	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	-1	-1	-1	-1	-1	-1	-1	71206	22
712062501	71206251	7120625	7	101	110	110	1	1	1	-1	2	2	70	2	-1	3	-1	2	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	71206	25
712062502	-1	7120625	7	101	110	-1	1	2	1	-1	2	1	63	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	71206	25
712070501	71207051	7120705	7	101	110	110	1	1	1	-1	1	1	54	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	71207	5
712070601	71207061	7120706	7	101	110	110	1	1	1	-1	1	1	67	5	-1	3	-1	1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	71207	6
712071201	71207121	7120712	7	101	110	110	1	1	1	2	3	2	45	2	-1	2	-1	-1	1	-1	1	1	1	0	0	4	1	-1	-1	-1	-1	-1	-1	71207	12
712071202	71207122	7120712	7	101	110	110	1	2	1	2	3	1	16	1	2	1	2	2	1	-1	1	1	1	9	9	0	9	-1	-1	-1	-1	-1	-1	71207	12
712071203	-1	7120712	7	101	110	-1	1	3	1	2	3	1	46	2	-1	2	-1	-1	1	-1	1	1	1	1	1	4	0	-1	-1	-1	-1	-1	-1	71207	12
712071501	-1	7120715	7	101	110	-1	2	1	-1	3	3	2	47	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	71207	15
712071502	-1	7120715	7	101	110	-1	2	2	-1	3	3	1	46	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	71207	15
712071503	71207152	7120715	7	101	110	110	2	3	-1	3	3	1	16	1	2	1	2	1	5	-1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	71207	15
712071801	71207181	7120718	7	101	110	110	1	1	1	3	4	1	36	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	71207	18
712071802	-1	7120718	7	101	110	-1	1	2	1	3	4	2	35	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	71207	18
712071803	71207182	7120718	7	101	110	110	1	3	1	3	4	1	11	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71207	18
712071804	-1	7120718	7	101	110	-1	1	4	1	3	4	1	13	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71207	18
712072001	-1	7120720	7	101	110	-1	2	1	-1	3	3	2	29	4	2	2	-1	-1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	71207	20
712072002	-1	7120720	7	101	110	-1	2	2	-1	3	3	2	9	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	71207	20
712072003	71207202	7120720	7	101	110	110	2	3	-1	3	3	1	7	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	71207	20
712072501	71207251	7120725	7	101	110	110	1	1	1	-1	2	2	63	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	71207	25
712072502	-1	7120725	7	101	110	-1	1	2	1	-1	2	1	65	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	71207	25
712080501	71208051	7120805	7	101	110	110	1	1	1	-1	1	2	75	6	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	71208	5
712080601	-1	7120806	7	101	110	-1	1	1	3	-1	4	2	50	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	71208	6
712080602	-1	7120806	7	101	110	-1	1	2	3	-1	4	1	53	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	71208	6
712080603	71208061	7120806	7	101	110	110	1	3	3	-1	4	1	22	1	2	2	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71208	6
712080604	-1	7120806	7	101	110	-1	1	4	3	-1	4	1	19	1	2	3	-1	2	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71208	6
712080801	71208081	7120808	7	101	110	110	1	1	1	-1	1	2	66	5	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	71208	8
712081001	-1	7120810	7	101	110	-1	2	1	-1	3	3	2	43	1	2	2	-1	-1	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	71208	10
712081002	-1	7120810	7	101	110	-1	2	2	-1	3	3	1	22	1	2	2	-1	-1	1	-1	1	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	71208	10
712081003	71208102	7120810	7	101	110	110	2	3	-1	3	3	1	16	1	2	1	2	2	5	-1	5	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	71208	10
712081201	71208121	7120812	7	101	110	110	1	1	1	-1	1	2	65	5	-1	3	-1	1	5	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	71208	12
712081401	-1	7120814	7	101	110	-1	2	1	-1	3	4	2	36	1	1	3	-1	1	1	-1	1	1	1	3	0	3	4	4	-1	-1	-1	-1	-1	71208	14
712081402	-1	7120814	7	101	110	-1	2	2	-1	3	4	1	36	1	1	2	-1	-1	1	-1	1	1	1	0	3	0	4	4	-1	-1	-1	-1	-1	71208	14
712081403	71208142	7120814	7	101	110	110	2	3	-1	3	4	2	4	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71208	14
712081404	-1	7120814	7	101	110	-1	2	4	-1	3	4	2	1	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71208	14
712081601	-1	7120816	7	101	110	-1	2	1	-1	3	6	2	30	2	-1	3	-1	1	5	-1	5	1	1	1	0	1	4	4	4	4	-1	-1	-1	71208	16
712081602	-1	7120816	7	101	110	-1	2	2	-1	3	6	1	43	2	-1	2	-1	-1	5	-1	5	2	3	0	1	0	4	4	4	4	-1	-1	-1	71208	16
712081603	71208162	7120816	7	101	110	110	2	3	-1	3	6	1	11	-1	-1	1	-1	-1	5	-1	5	2	2	9	9	9	0	14	14	14	-1	-1	-1	71208	16
712081604	-1	7120816	7	101	110	-1	2	4	-1	3	6	1	7	-1	-1	1	-1	-1	5	-1	5	2	2	9	9	9	14	0	14	14	-1	-1	-1	71208	16
712081605	-1	7120816	7	101	110	-1	2	5	-1	3	6	1	6	-1	-1	1	-1	-1	5	-1	5	2	2	9	9	9	14	14	0	14	-1	-1	-1	71208	16
712081606	-1	7120816	7	101	110	-1	2	6	-1	3	6	1	4	-1	-1	3	-1	-1	5	-1	5	2	2	9	9	9	14	14	14	0	-1	-1	-1	71208	16
712081901	71208191	7120819	7	101	110	110	1	1	1	-1	1	2	78	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	71208	19
712082001	-1	7120820	7	101	110	-1	2	1	-1	3	3	2	23	1	2	3	-1	2	1	-1	1	1	1	0	0	4	4	-1	-1	-1	-1	-1	-1	71208	20
712082002	-1	7120820	7	101	110	-1	2	2	-1	3	3	1	5	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	14	-1	-1	-1	-1	-1	-1	71208	20
712082003	71208202	7120820	7	101	110	110	2	3	-1	3	3	1	2	-1	-1	3	-1	-1	1	-1	1	1	1	9	9	14	0	-1	-1	-1	-1	-1	-1	71208	20
712082401	71208241	7120824	7	101	110	110	1	1	1	-1	2	1	62	2	-1	3	-1	1	5	-1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	71208	24
712082402	-1	7120824	7	101	110	-1	1	2	1	-1	2	2	63	2	-1	3	-1	1	5	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	71208	24
712082601	-1	7120826	7	101	110	-1	2	1	-1	4	4	2	38	1	2	1	2	1	5	-1	5	1	1	0	0	4	4	4	-1	-1	-1	-1	-1	71208	26
712082602	-1	7120826	7	101	110	-1	2	2	-1	4	4	1	14	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	0	14	14	-1	-1	-1	-1	-1	71208	26
712082603	-1	7120826	7	101	110	-1	2	3	-1	4	4	2	11	-1	-1	1	-1	-1	5	-1	5	1	1	9	9	14	0	14	-1	-1	-1	-1	-1	71208	26
712082604	71208262	7120826	7	101	110	110	2	4	-1	4	4	2	4	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	14	14	0	-1	-1	-1	-1	-1	71208	26
712090301	-1	7120903	7	402	110	-1	1	1	2	4	5	1	34	2	-1	2	-1	-1	-1	1	5	1	1	0	0	1	4	4	4	-1	-1	-1	-1	71209	3
712090302	71209031	7120903	7	402	110	110	1	2	2	4	5	2	31	2	-1	2	-1	-1	-1	1	5	1	1	1	1	0	4	4	4	-1	-1	-1	-1	71209	3
712090303	-1	7120903	7	402	110	-1	1	3	2	4	5	1	14	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	9	0	14	14	-1	-1	-1	-1	71209	3
712090304	71209032	7120903	7	402	110	110	1	4	2	4	5	1	2	-1	-1	3	-1	-1	-1	1	5	1	1	9	9	9	14	0	14	-1	-1	-1	-1	71209	3
712090305	-1	7120903	7	402	110	-1	1	5	2	4	5	2	1	-1	-1	3	-1	-1	-1	1	5	1	1	9	9	9	14	14	0	-1	-1	-1	-1	71209	3
712090601	71209061	7120906	7	402	110	110	1	1	1	-1	2	1	77	2	-1	3	-1	1	-1	2	6	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	71209	6
712090602	-1	7120906	7	402	110	-1	1	2	1	-1	2	2	74	2	-1	3	-1	1	-1	2	6	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	71209	6
712091401	-1	7120914	7	402	110	-1	2	1	-1	4	5	1	26	2	-1	3	-1	1	-1	2	6	1	1	0	0	1	19	4	4	-1	-1	-1	-1	71209	14
712091402	-1	7120914	7	402	110	-1	2	2	-1	4	5	2	25	2	-1	3	-1	1	-1	2	6	1	1	1	1	0	14	4	4	-1	-1	-1	-1	71209	14
712091403	-1	7120914	7	402	110	-1	2	3	-1	4	5	1	28	1	2	3	-1	1	-1	2	6	1	1	19	19	14	0	22	22	-1	-1	-1	-1	71209	14
712091404	71209142	7120914	7	402	110	110	2	4	-1	4	5	2	2	-1	-1	3	-1	-1	-1	2	6	1	1	9	9	9	22	0	14	-1	-1	-1	-1	71209	14
712091405	-1	7120914	7	402	110	-1	2	5	-1	4	5	2	0	-1	-1	3	-1	-1	-1	2	6	1	1	9	9	9	22	14	0	-1	-1	-1	-1	71209	14
712091501	-1	7120915	7	402	110	-1	2	1	-1	5	5	1	33	2	-1	2	-1	-1	-1	4	4	1	1	1	0	1	4	4	4	-1	-1	-1	-1	71209	15
712091502	-1	7120915	7	402	110	-1	2	2	-1	5	5	2	31	2	-1	2	-1	-1	-1	4	4	1	1	0	1	0	4	4	4	-1	-1	-1	-1	71209	15
712091503	-1	7120915	7	402	110	-1	2	3	-1	5	5	2	12	-1	-1	1	-1	-1	-1	4	4	1	1	9	9	9	0	14	14	-1	-1	-1	-1	71209	15
712091504	-1	7120915	7	402	110	-1	2	4	-1	5	5	1	5	-1	-1	1	-1	-1	-1	4	4	1	1	9	9	9	14	0	14	-1	-1	-1	-1	71209	15
712091505	71209152	7120915	7	402	110	110	2	5	-1	5	5	1	4	-1	-1	3	-1	-1	-1	4	4	1	1	9	9	9	14	14	0	-1	-1	-1	-1	71209	15
712091801	71209181	7120918	7	402	110	110	1	1	1	-1	2	1	80	2	-1	3	-1	1	-1	1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	71209	18
712091802	-1	7120918	7	402	110	-1	1	2	1	-1	2	2	80	2	-1	3	-1	1	-1	1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	71209	18
712092701	-1	7120927	7	402	110	-1	2	1	-1	3	4	1	33	2	-1	2	-1	-1	-1	2	6	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	71209	27
712092702	-1	7120927	7	402	110	-1	2	2	-1	3	4	2	33	2	-1	2	-1	-1	-1	2	6	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	71209	27
712092703	71209272	7120927	7	402	110	110	2	3	-1	3	4	2	2	-1	-1	3	-1	-1	-1	2	6	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71209	27
712092704	-1	7120927	7	402	110	-1	2	4	-1	3	4	2	1	-1	-1	3	-1	-1	-1	2	6	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71209	27
712100101	-1	7121001	7	402	110	-1	2	1	-1	4	4	1	54	2	-1	2	-1	-1	-1	2	6	1	1	0	0	1	5	4	-1	-1	-1	-1	-1	71210	1
712100102	-1	7121001	7	402	110	-1	2	2	-1	4	4	2	45	2	-1	2	-1	-1	-1	2	6	1	1	1	1	0	5	4	-1	-1	-1	-1	-1	71210	1
712100103	-1	7121001	7	402	110	-1	2	3	-1	4	4	1	8	-1	-1	1	-1	-1	-1	2	6	1	1	10	10	10	0	14	-1	-1	-1	-1	-1	71210	1
712100104	71210012	7121001	7	402	110	110	2	4	-1	4	4	2	6	-1	-1	1	-1	-1	-1	2	6	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71210	1
712100601	71210061	7121006	7	402	110	110	1	1	1	-1	3	1	55	2	-1	2	-1	-1	-1	1	5	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	71210	6
712100602	-1	7121006	7	402	110	-1	1	2	1	-1	3	2	54	2	-1	2	-1	-1	-1	1	5	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	71210	6
712100603	-1	7121006	7	402	110	-1	1	3	1	-1	3	2	22	1	2	2	-1	-1	-1	1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	71210	6
712100801	-1	7121008	7	402	110	-1	1	1	2	-1	2	1	71	2	-1	2	-1	-1	-1	1	5	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	71210	8
712100802	71210081	7121008	7	402	110	110	1	2	2	-1	2	2	68	2	-1	3	-1	2	-1	1	5	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	71210	8
712100901	-1	7121009	7	402	110	-1	2	1	-1	3	4	1	46	2	-1	2	-1	-1	-1	4	4	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	71210	9
712100902	-1	7121009	7	402	110	-1	2	2	-1	3	4	2	43	2	-1	3	-1	1	-1	4	4	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	71210	9
712100903	71210092	7121009	7	402	110	110	2	3	-1	3	4	2	17	1	2	1	2	2	-1	4	4	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71210	9
712100904	-1	7121009	7	402	110	-1	2	4	-1	3	4	1	16	1	2	3	-1	2	-1	4	4	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71210	9
712101001	-1	7121010	7	402	110	-1	2	1	-1	4	4	1	53	2	-1	2	-1	-1	-1	4	4	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	71210	10
712101002	-1	7121010	7	402	110	-1	2	2	-1	4	4	2	46	2	-1	2	-1	-1	-1	4	4	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	71210	10
712101003	-1	7121010	7	402	110	-1	2	3	-1	4	4	2	16	1	2	1	2	2	-1	4	4	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71210	10
712101004	71210102	7121010	7	402	110	110	2	4	-1	4	4	1	14	-1	-1	1	-1	-1	-1	4	4	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71210	10
712101101	-1	7121011	7	402	110	-1	2	1	-1	3	4	1	44	2	-1	2	-1	-1	-1	2	6	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	71210	11
712101102	-1	7121011	7	402	110	-1	2	2	-1	3	4	2	46	2	-1	2	-1	-1	-1	2	6	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	71210	11
712101103	71210112	7121011	7	402	110	110	2	3	-1	3	4	2	17	1	2	1	1	-1	-1	2	6	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71210	11
712101104	-1	7121011	7	402	110	-1	2	4	-1	3	4	2	13	-1	-1	1	-1	-1	-1	2	6	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71210	11
712101301	-1	7121013	7	402	110	-1	2	1	-1	3	3	1	57	2	-1	2	-1	-1	-1	1	5	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	71210	13
712101302	-1	7121013	7	402	110	-1	2	2	-1	3	3	2	51	2	-1	2	-1	-1	-1	1	5	1	1	1	1	0	4	-1	-1	-1	-1	-1	-1	71210	13
712101303	71210132	7121013	7	402	110	110	2	3	-1	3	3	2	9	-1	-1	1	-1	-1	-1	1	5	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	71210	13
712102401	-1	7121024	7	402	110	-1	1	1	2	-1	2	1	48	2	-1	2	-1	-1	-1	1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	71210	24
712102402	71210241	7121024	7	402	110	110	1	2	2	-1	2	2	55	2	-1	2	-1	-1	-1	1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	71210	24
712102601	-1	7121026	7	402	110	-1	2	1	-1	3	4	1	39	2	-1	2	-1	-1	-1	4	4	1	1	0	0	1	4	4	-1	-1	-1	-1	-1	71210	26
712102602	-1	7121026	7	402	110	-1	2	2	-1	3	4	2	46	2	-1	2	-1	-1	-1	4	4	1	1	1	1	0	4	4	-1	-1	-1	-1	-1	71210	26
712102603	71210262	7121026	7	402	110	110	2	3	-1	3	4	2	4	-1	-1	3	-1	-1	-1	4	4	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71210	26
712102604	-1	7121026	7	402	110	-1	2	4	-1	3	4	2	3	-1	-1	3	-1	-1	-1	4	4	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71210	26
712110301	-1	7121103	7	101	110	-1	1	1	2	3	4	1	27	2	-1	2	-1	-1	5	-1	5	2	4	0	0	1	4	4	-1	-1	-1	-1	-1	71211	3
712110302	71211031	7121103	7	101	110	110	1	2	2	3	4	2	28	2	-1	3	-1	2	5	-1	5	2	4	1	1	0	4	4	-1	-1	-1	-1	-1	71211	3
712110303	71211032	7121103	7	101	110	110	1	3	2	3	4	2	3	-1	-1	3	-1	-1	5	-1	5	2	4	9	9	9	0	14	-1	-1	-1	-1	-1	71211	3
712110304	-1	7121103	7	101	110	-1	1	4	2	3	4	1	0	-1	-1	3	-1	-1	5	-1	5	2	4	9	9	9	14	0	-1	-1	-1	-1	-1	71211	3
712110601	71211061	7121106	7	101	110	110	1	1	1	-1	2	1	32	1	1	2	-1	-1	1	-1	1	1	1	3	0	3	-1	-1	-1	-1	-1	-1	-1	71211	6
712110602	-1	7121106	7	101	110	-1	1	2	1	-1	2	2	30	1	1	2	-1	-1	5	-1	5	1	1	0	3	0	-1	-1	-1	-1	-1	-1	-1	71211	6
712110801	71211081	7121108	7	101	110	110	1	1	1	-1	2	2	32	1	1	2	-1	-1	6	-1	6	1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	71211	8
712110802	-1	7121108	7	101	110	-1	1	2	1	-1	2	1	32	1	1	2	-1	-1	6	-1	6	1	1	3	3	0	-1	-1	-1	-1	-1	-1	-1	71211	8
712111301	-1	7121113	7	101	110	-1	2	1	-1	3	5	1	38	2	-1	2	-1	-1	6	-1	6	1	1	0	0	1	4	4	14	-1	-1	-1	-1	71211	13
712111302	-1	7121113	7	101	110	-1	2	2	-1	3	5	2	38	2	-1	2	-1	-1	6	-1	6	1	1	1	1	0	4	4	4	-1	-1	-1	-1	71211	13
712111303	71211132	7121113	7	101	110	110	2	3	-1	3	5	1	4	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	0	14	14	-1	-1	-1	-1	71211	13
712111304	-1	7121113	7	101	110	-1	2	4	-1	3	5	1	2	-1	-1	3	-1	-1	5	-1	5	1	1	9	9	9	14	0	14	-1	-1	-1	-1	71211	13
712111305	-1	7121113	7	101	110	-1	2	5	-1	3	5	1	1	-1	-1	3	-1	-1	5	-1	5	1	1	14	14	9	14	14	0	-1	-1	-1	-1	71211	13
712111901	71211191	7121119	7	101	110	110	1	1	1	-1	2	1	26	1	1	3	-1	1	6	-1	6	1	1	3	0	3	-1	-1	-1	-1	-1	-1	-1	71211	19
712111902	-1	7121119	7	101	110	-1	1	2	1	-1	2	2	24	1	1	2	-1	-1	6	-1	6	1	1	0	3	0	-1	-1	-1	-1	-1	-1	-1	71211	19
712120801	71212081	7121208	7	101	110	110	1	1	1	-1	2	1	66	2	-1	3	-1	1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	-1	-1	71212	8
712120802	-1	7121208	7	101	110	-1	1	2	1	-1	2	2	63	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	-1	-1	71212	8
712121401	-1	7121214	7	101	110	-1	2	1	-1	3	3	2	50	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	-1	-1	-1	-1	-1	-1	71212	14
712121402	-1	7121214	7	101	110	-1	2	2	-1	3	3	1	46	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	-1	-1	-1	-1	-1	-1	71212	14
712121403	71212142	7121214	7	101	110	110	2	3	-1	3	3	2	10	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	-1	-1	-1	-1	-1	-1	71212	14
712121601	-1	7121216	7	101	110	-1	2	1	-1	2	4	2	38	2	-1	2	-1	-1	1	-1	1	1	1	0	0	4	1	4	-1	-1	-1	-1	-1	71212	16
712121602	71212162	7121216	7	101	110	110	2	2	-1	2	4	1	6	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	0	9	14	-1	-1	-1	-1	-1	71212	16
712121603	-1	7121216	7	101	110	-1	2	3	-1	2	4	1	40	2	-1	1	1	-1	1	-1	1	1	1	1	1	4	0	4	-1	-1	-1	-1	-1	71212	16
712121604	-1	7121216	7	101	110	-1	2	4	-1	2	4	1	11	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	14	9	0	-1	-1	-1	-1	-1	71212	16
712121701	71212171	7121217	7	101	110	110	1	1	1	-1	1	1	75	6	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	71212	17
712122001	71212202	7121220	7	101	110	110	2	1	-1	1	5	2	17	1	2	2	-1	-1	1	-1	1	1	1	9	0	9	9	14	14	-1	-1	-1	-1	71212	20
712122002	-1	7121220	7	101	110	-1	2	2	-1	1	5	2	44	2	-1	2	-1	-1	1	-1	1	1	1	1	4	0	1	4	4	-1	-1	-1	-1	71212	20
712122003	-1	7121220	7	101	110	-1	2	3	-1	1	5	1	43	2	-1	2	-1	-1	1	-1	1	1	1	0	4	1	0	4	4	-1	-1	-1	-1	71212	20
712122004	-1	7121220	7	101	110	-1	2	4	-1	1	5	2	20	1	2	2	-1	-1	1	-1	1	1	1	9	14	9	9	0	14	-1	-1	-1	-1	71212	20
712122005	-1	7121220	7	101	110	-1	2	5	-1	1	5	2	13	-1	-1	1	-1	-1	1	-1	1	1	1	9	14	9	9	14	0	-1	-1	-1	-1	71212	20
712122501	71212251	7121225	7	101	110	110	1	1	1	-1	4	2	48	2	-1	2	-1	-1	1	-1	1	1	1	1	0	1	4	4	-1	-1	-1	-1	-1	71212	25
712122502	-1	7121225	7	101	110	-1	1	2	1	-1	4	1	49	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	4	4	-1	-1	-1	-1	-1	71212	25
712122503	-1	7121225	7	101	110	-1	1	3	1	-1	4	2	23	1	2	2	-1	-1	1	-1	1	1	1	9	9	9	0	14	-1	-1	-1	-1	-1	71212	25
712122504	-1	7121225	7	101	110	-1	1	4	1	-1	4	1	21	1	2	2	-1	-1	1	-1	1	1	1	9	9	9	14	0	-1	-1	-1	-1	-1	71212	25
801010601	80101061	8010106	8	101	110	110	1	1	1	-1	1	1	83	6	-1	3	-1	1	1	-1	1	2	3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80101	6
801011001	-1	8010110	8	101	110	-1	2	1	-1	4	5	2	40	2	-1	3	-1	2	1	-1	1	1	1	0	0	1	4	4	4	-1	-1	-1	-1	80101	10
801011002	-1	8010110	8	101	110	-1	2	2	-1	4	5	1	45	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	4	4	4	-1	-1	-1	-1	80101	10
801011003	-1	8010110	8	101	110	-1	2	3	-1	4	5	1	15	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	0	14	14	-1	-1	-1	-1	80101	10
801011004	80101102	8010110	8	101	110	110	2	4	-1	4	5	1	12	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	0	14	-1	-1	-1	-1	80101	10
801011005	-1	8010110	8	101	110	-1	2	5	-1	4	5	1	7	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	9	14	14	0	-1	-1	-1	-1	80101	10
801011301	80101131	8010113	8	101	110	110	1	1	1	-1	2	2	56	2	-1	2	-1	-1	5	-1	5	1	1	1	0	1	-1	-1	-1	-1	-1	-1	-1	80101	13
801011302	-1	8010113	8	101	110	-1	1	2	1	-1	2	1	58	2	-1	2	-1	-1	5	-1	5	1	1	0	1	0	-1	-1	-1	-1	-1	-1	-1	80101	13
801011401	80101141	8010114	8	101	110	110	1	1	1	-1	2	1	61	4	1	2	-1	-1	1	-1	1	1	1	0	0	3	-1	-1	-1	-1	-1	-1	-1	80101	14
801011402	-1	8010114	8	101	110	-1	1	2	1	-1	2	2	66	5	1	2	-1	-1	1	-1	1	1	1	3	3	0	-1	-1	-1	-1	-1	-1	-1	80101	14
801012001	-1	8010120	8	101	110	-1	2	1	-1	3	3	2	37	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	4	-1	-1	-1	-1	-1	-1	80101	20
801012002	-1	8010120	8	101	110	-1	2	2	-1	3	3	1	47	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	7	-1	-1	-1	-1	-1	-1	80101	20
801012003	80101202	8010120	8	101	110	110	2	3	-1	3	3	1	13	-1	-1	1	-1	-1	1	-1	1	1	1	9	9	12	0	-1	-1	-1	-1	-1	-1	80101	20
801012201	80101221	8010122	8	101	110	110	1	1	1	-1	2	2	23	1	1	2	-1	-1	1	-1	1	1	1	3	0	3	-1	-1	-1	-1	-1	-1	-1	80101	22
801012202	-1	8010122	8	101	110	-1	1	2	1	-1	2	1	50	1	1	2	-1	-1	1	-1	1	1	1	0	3	0	-1	-1	-1	-1	-1	-1	-1	80101	22
801012401	80101241	8010124	8	101	110	110	1	1	1	-1	2	2	40	1	1	2	-1	-1	1	-1	1	1	1	3	0	3	-1	-1	-1	-1	-1	-1	-1	80101	24
801012402	-1	8010124	8	101	110	-1	1	2	1	-1	2	1	42	1	1	2	-1	-1	5	-1	5	1	1	0	3	0	-1	-1	-1	-1	-1	-1	-1	80101	24
